car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,car_age,price_per_10k_km,price_segment,mileage_category,age_group
Ford EcoSport,Ford,EcoSport,2020,4.31,61546,Petrol,Individual,Manual,First Owner,14.5,1662.0,103.8,5,5,0.700289214571215,Mid-range,Medium,4-7 years
Tata Harrier,Tata,Harrier,2024,6.62,49121,Electric,Individual,Automatic,First Owner,18.1,1136.0,68.4,5,1,1.3476924329716415,Mid-range,High,0-3 years
Toyota Etios,Toyota,Etios,2021,8.86,20268,CNG,Individual,Manual,First Owner,19.7,1333.0,97.8,5,4,4.371422932701796,Premium,High,4-7 years
Maruti Baleno,Maruti,Baleno,2015,1.94,114343,Electric,Individual,Manual,First Owner,13.0,1342.0,88.8,5,10,0.16966495544108515,Budget,Medium,8-12 years
Tata Harrier,Tata,Harrier,2022,7.03,67757,Electric,Individual,Automatic,Third Owner,17.3,1248.0,71.6,7,3,1.0375311775905074,Mid-range,Medium,0-3 years
Honda City,Honda,City,2018,3.41,115644,Diesel,Dealer,Manual,First Owner,22.0,800.0,59.2,5,7,0.294870464529072,Budget,High,4-7 years
Hyundai Creta,Hyundai,Creta,2022,4.84,30001,Petrol,Dealer,Manual,First Owner,18.3,800.0,51.0,7,3,1.6132795573480883,Mid-range,High,0-3 years
Maruti Baleno,Maruti,Baleno,2014,1.74,149061,CNG,Dealer,Manual,First Owner,20.8,904.0,61.3,5,11,0.11673073439732727,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2012,1.96,154553,Petrol,Trustmark Dealer,Manual,First Owner,15.6,1836.0,116.0,5,13,0.12681733774174556,Budget,Medium,13+ years
Hyundai Grand i10,Hyundai,Grand i10,2012,2.54,164044,Diesel,Individual,Manual,First Owner,18.3,1849.0,109.5,5,13,0.15483650727853504,Budget,High,13+ years
Maruti Swift,Maruti,Swift,2024,4.69,57340,Petrol,Individual,Manual,Second Owner,19.0,1108.0,72.0,5,1,0.8179281478897803,Mid-range,High,0-3 years
Mahindra XUV500,Mahindra,XUV500,2013,2.61,152305,Diesel,Dealer,Manual,First Owner,19.0,865.0,56.6,5,12,0.17136666557237124,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2024,6.09,26132,Petrol,Individual,Manual,First Owner,18.6,1297.0,80.6,7,1,2.330476044696158,Mid-range,High,0-3 years
Volkswagen Vento,Volkswagen,Vento,2021,4.69,93687,Petrol,Individual,Manual,First Owner,18.8,1354.0,81.4,5,4,0.5006030719310043,Mid-range,High,4-7 years
Mahindra Bolero,Mahindra,Bolero,2013,2.86,113034,Petrol,Individual,Automatic,First Owner,18.0,1410.0,88.7,5,12,0.2530212148557071,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2023,4.75,28669,Petrol,Individual,Manual,First Owner,20.7,800.0,51.8,5,2,1.656841884962852,Mid-range,High,0-3 years
Toyota Innova,Toyota,Innova,2013,3.96,105268,Petrol,Individual,Manual,Third Owner,12.8,2305.0,146.5,5,12,0.3761826955960026,Budget,Medium,8-12 years
Kia Seltos,Kia,Seltos,2013,3.74,130121,Petrol,Individual,Manual,First Owner,13.8,1596.0,104.4,5,12,0.28742478154948087,Budget,Medium,8-12 years
Toyota Fortuner,Toyota,Fortuner,2019,6.99,72865,Petrol,Dealer,Manual,First Owner,18.7,1131.0,86.8,5,6,0.9593083098881493,Mid-range,High,4-7 years
Tata Tiago,Tata,Tiago,2015,2.32,125273,Diesel,Dealer,Automatic,Second Owner,18.1,949.0,82.3,5,10,0.18519553295602403,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2015,2.28,77218,Petrol,Trustmark Dealer,Manual,Second Owner,18.5,1546.0,105.4,5,10,0.2952679427076588,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2014,2.08,76703,Diesel,Individual,Manual,Second Owner,18.7,1373.0,94.1,5,11,0.27117583406124923,Budget,High,8-12 years
Honda Amaze,Honda,Amaze,2019,3.88,121192,Petrol,Individual,Manual,Second Owner,19.5,1232.0,88.7,5,6,0.3201531454221401,Budget,High,4-7 years
Mahindra Bolero,Mahindra,Bolero,2012,3.17,156383,Diesel,Dealer,Automatic,First Owner,20.9,1360.0,93.5,7,13,0.20270745541395166,Budget,High,13+ years
Mahindra XUV500,Mahindra,XUV500,2015,3.07,93915,Petrol,Individual,Manual,First Owner,17.9,1161.0,79.3,5,10,0.32689133791194164,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2019,3.29,90934,Petrol,Individual,Automatic,Second Owner,16.5,1341.0,88.5,5,6,0.36180086656256183,Budget,Medium,4-7 years
Ford Endeavour,Ford,Endeavour,2018,3.5,119929,Diesel,Dealer,Manual,Second Owner,16.2,1454.0,86.8,7,7,0.29183933827514613,Budget,Medium,4-7 years
Hyundai i20,Hyundai,i20,2021,5.23,87222,Diesel,Dealer,Manual,Second Owner,14.5,1320.0,81.9,5,4,0.5996193620875467,Mid-range,Medium,4-7 years
Kia Seltos,Kia,Seltos,2014,3.08,126760,Petrol,Individual,Manual,First Owner,14.7,1302.0,86.4,5,11,0.24297885768381194,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2020,2.85,108593,Petrol,Dealer,Manual,Second Owner,16.9,1688.0,119.4,5,5,0.26244785575497503,Budget,Medium,4-7 years
Kia Carens,Kia,Carens,2021,7.85,61924,Petrol,Dealer,Manual,First Owner,17.8,800.0,66.3,5,4,1.2676829662166527,Mid-range,Medium,4-7 years
Renault Triber,Renault,Triber,2017,2.26,104685,Petrol,Dealer,Manual,First Owner,17.7,921.0,60.6,5,8,0.21588575249558195,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2015,1.95,116607,Petrol,Individual,Manual,First Owner,18.1,1209.0,91.5,5,10,0.1672283825156294,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2019,3.07,84999,Diesel,Dealer,Manual,First Owner,18.9,945.0,46.5,5,6,0.3611807197731738,Budget,High,4-7 years
Renault Triber,Renault,Triber,2019,3.22,82424,Petrol,Dealer,Manual,Second Owner,20.9,1061.0,88.8,7,6,0.3906629137144521,Budget,High,4-7 years
Maruti Swift,Maruti,Swift,2013,2.04,131603,Diesel,Individual,Manual,First Owner,15.9,1651.0,81.9,5,12,0.15501166386784496,Budget,Medium,8-12 years
Honda City,Honda,City,2019,3.95,91756,Petrol,Dealer,Manual,First Owner,17.0,1148.0,82.1,5,6,0.4304895592658791,Budget,Medium,4-7 years
Kia Carens,Kia,Carens,2014,3.83,100434,Petrol,Dealer,Manual,First Owner,22.5,800.0,62.4,7,11,0.38134496286118247,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2019,3.79,108639,Petrol,Individual,Manual,First Owner,20.6,1052.0,81.8,5,6,0.3488618267841199,Budget,High,4-7 years
Tata Harrier,Tata,Harrier,2024,5.69,37019,Petrol,Individual,Manual,First Owner,15.4,1220.0,79.5,5,1,1.5370485426402658,Mid-range,Medium,0-3 years
Tata Altroz,Tata,Altroz,2018,2.46,92698,Petrol,Individual,Manual,First Owner,18.8,1214.0,64.6,5,7,0.2653778938056916,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2021,3.91,71503,Diesel,Dealer,Manual,Second Owner,15.8,1395.0,89.1,5,4,0.5468302029285484,Budget,Medium,4-7 years
Mahindra Bolero,Mahindra,Bolero,2016,3.31,118378,Diesel,Individual,Manual,First Owner,15.9,1366.0,88.4,5,9,0.27961276588555306,Budget,Medium,8-12 years
Hyundai i20,Hyundai,i20,2023,6.28,18379,Petrol,Individual,Manual,First Owner,22.3,1151.0,61.9,5,2,3.416943250448882,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2022,3.89,91100,Petrol,Individual,Automatic,First Owner,20.8,800.0,59.4,7,3,0.42700329308452256,Budget,High,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2023,6.37,50106,CNG,Dealer,Manual,First Owner,18.8,1046.0,63.9,5,2,1.2713048337524449,Mid-range,High,0-3 years
Mahindra Bolero,Mahindra,Bolero,2021,5.05,104839,Petrol,Dealer,Manual,First Owner,19.7,982.0,74.2,7,4,0.4816909737788418,Mid-range,High,4-7 years
Maruti Wagon R,Maruti,Wagon R,2020,3.75,73980,Petrol,Individual,Manual,Third Owner,20.6,1100.0,73.5,5,5,0.5068937550689375,Budget,High,4-7 years
Renault Kiger,Renault,Kiger,2018,3.26,96425,CNG,Individual,Automatic,First Owner,15.6,1442.0,110.0,5,7,0.3380865957998444,Budget,Medium,4-7 years
Ford Endeavour,Ford,Endeavour,2024,5.9,100603,Petrol,Individual,Automatic,First Owner,16.5,1214.0,81.9,5,1,0.5864636243451985,Mid-range,Medium,0-3 years
Renault Kiger,Renault,Kiger,2023,5.58,58898,Petrol,Individual,Automatic,Second Owner,18.0,1488.0,100.3,5,2,0.9474005908519814,Mid-range,Medium,0-3 years
Mahindra Scorpio,Mahindra,Scorpio,2017,2.73,131254,Petrol,Dealer,Manual,Second Owner,16.0,1066.0,71.9,5,8,0.20799366114556508,Budget,Medium,8-12 years
Renault Kiger,Renault,Kiger,2013,1.94,130858,Diesel,Individual,Manual,First Owner,17.4,1728.0,97.1,5,12,0.14825230402420944,Budget,Medium,8-12 years
Mahindra Scorpio,Mahindra,Scorpio,2012,2.72,145639,Petrol,Dealer,Manual,First Owner,13.8,1435.0,92.3,5,13,0.18676316096649936,Budget,Medium,13+ years
Maruti Baleno,Maruti,Baleno,2015,2.14,118539,Diesel,Dealer,Manual,Third Owner,17.6,1239.0,89.2,5,10,0.1805313019343845,Budget,Medium,8-12 years
Volkswagen Polo,Volkswagen,Polo,2012,2.62,155152,Petrol,Dealer,Automatic,First Owner,14.0,1411.0,97.4,5,13,0.16886665979168816,Budget,Medium,13+ years
Honda WR-V,Honda,WR-V,2014,2.59,108418,Petrol,Individual,Manual,First Owner,17.5,963.0,65.6,5,11,0.2388902211809847,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2013,2.19,108350,Petrol,Individual,Manual,Second Owner,23.2,800.0,47.3,5,12,0.20212275034610058,Budget,High,8-12 years
Kia EV6,Kia,EV6,2024,10.37,44451,Diesel,Individual,Automatic,Second Owner,21.6,988.0,74.5,7,1,2.3329058963802836,Premium,High,0-3 years
Mahindra XUV500,Mahindra,XUV500,2013,2.94,132193,Petrol,Trustmark Dealer,Manual,Third Owner,19.2,1462.0,98.8,5,12,0.22240209390814944,Budget,High,8-12 years
Ford Figo,Ford,Figo,2020,4.32,79641,Diesel,Dealer,Automatic,First Owner,15.3,1228.0,89.3,5,5,0.5424341733529212,Mid-range,Medium,4-7 years
Honda City,Honda,City,2016,2.91,126126,Petrol,Dealer,Manual,Third Owner,16.5,1152.0,76.2,5,9,0.23072165929308786,Budget,Medium,8-12 years
Tata Harrier,Tata,Harrier,2014,1.94,152204,Petrol,Dealer,Manual,First Owner,20.7,903.0,51.2,5,11,0.12746051352132665,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2021,4.51,56531,Petrol,Individual,Manual,Second Owner,22.0,800.0,63.3,5,4,0.7977923617130424,Mid-range,High,4-7 years
Tata Harrier,Tata,Harrier,2024,6.03,42353,Petrol,Dealer,Manual,Second Owner,14.0,1699.0,108.4,7,1,1.423748022572191,Mid-range,Medium,0-3 years
Tata Tiago,Tata,Tiago,2022,4.67,39902,Petrol,Dealer,Manual,First Owner,17.6,1127.0,88.1,5,3,1.1703674001303193,Mid-range,Medium,0-3 years
Maruti Wagon R,Maruti,Wagon R,2024,5.11,103168,Diesel,Individual,Manual,First Owner,16.9,1050.0,73.0,7,1,0.49530862282878413,Mid-range,Medium,0-3 years
Maruti Baleno,Maruti,Baleno,2019,2.68,97702,CNG,Trustmark Dealer,Manual,First Owner,23.0,965.0,67.7,5,6,0.2743034942989908,Budget,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2020,4.34,95055,Diesel,Dealer,Manual,Second Owner,14.9,1639.0,108.5,7,5,0.45657777076429434,Mid-range,Medium,4-7 years
Tata Harrier,Tata,Harrier,2013,2.15,100515,Diesel,Trustmark Dealer,Automatic,First Owner,16.7,1508.0,93.2,7,12,0.2138984231209272,Budget,Medium,8-12 years
Kia Sonet,Kia,Sonet,2023,9.19,64974,Petrol,Dealer,Manual,Second Owner,20.4,861.0,57.2,5,2,1.4144119186135993,Premium,High,0-3 years
Toyota Glanza,Toyota,Glanza,2021,8.5,89203,Diesel,Individual,Manual,First Owner,18.3,1608.0,102.7,7,4,0.9528827505801375,Premium,High,4-7 years
Maruti Baleno,Maruti,Baleno,2015,2.07,111439,Petrol,Dealer,Manual,First Owner,16.7,1149.0,70.8,5,10,0.18575184630156408,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2016,2.21,134165,Diesel,Individual,Automatic,First Owner,21.9,986.0,67.4,5,9,0.16472254313718185,Budget,High,8-12 years
Hyundai i20,Hyundai,i20,2019,4.24,141860,CNG,Dealer,Automatic,Second Owner,16.3,1097.0,90.9,5,6,0.2988862258564782,Mid-range,Medium,4-7 years
Mahindra XUV500,Mahindra,XUV500,2012,2.98,115664,Petrol,Individual,Automatic,First Owner,22.2,926.0,74.3,5,13,0.25764282750034584,Budget,High,13+ years
Hyundai Verna,Hyundai,Verna,2022,5.56,49014,CNG,Dealer,Automatic,First Owner,17.1,800.0,61.5,5,3,1.1343697719019055,Mid-range,Medium,0-3 years
Honda WR-V,Honda,WR-V,2015,3.17,97689,Diesel,Individual,Manual,First Owner,16.6,1472.0,108.4,5,10,0.32449917595635125,Budget,Medium,8-12 years
Kia Seltos,Kia,Seltos,2012,3.16,171836,Petrol,Individual,Manual,Second Owner,22.0,1123.0,70.2,5,13,0.18389627319071675,Budget,High,13+ years
Mahindra Scorpio,Mahindra,Scorpio,2016,2.74,133431,CNG,Individual,Manual,Second Owner,18.5,1416.0,112.8,5,9,0.20534958143160137,Budget,High,8-12 years
Hyundai i20,Hyundai,i20,2022,6.53,68518,Petrol,Dealer,Automatic,First Owner,18.6,1301.0,82.9,5,3,0.9530342391780262,Mid-range,High,0-3 years
Maruti Baleno,Maruti,Baleno,2015,1.99,117804,Petrol,Individual,Manual,First Owner,15.2,1392.0,107.6,5,10,0.16892465451088248,Budget,Medium,8-12 years
Maruti Dzire,Maruti,Dzire,2019,3.09,73036,Petrol,Individual,Manual,First Owner,19.1,800.0,75.0,5,6,0.4230790295196889,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2022,4.18,91080,Diesel,Individual,Automatic,First Owner,22.7,897.0,50.3,5,3,0.4589371980676328,Mid-range,High,0-3 years
Maruti Baleno,Maruti,Baleno,2012,2.25,128142,Petrol,Individual,Automatic,Second Owner,18.2,1399.0,103.7,5,13,0.17558645877229948,Budget,High,13+ years
Honda City,Honda,City,2021,5.75,72278,CNG,Trustmark Dealer,Automatic,First Owner,22.3,800.0,56.7,5,4,0.7955394449209995,Mid-range,High,4-7 years
Kia EV6,Kia,EV6,2015,3.71,130393,Petrol,Individual,Manual,First Owner,17.8,1331.0,83.7,5,10,0.2845244760071476,Budget,Medium,8-12 years
Honda City,Honda,City,2021,5.65,73864,Petrol,Individual,Manual,Second Owner,20.0,800.0,63.2,5,4,0.7649193111664682,Mid-range,High,4-7 years
Toyota Innova,Toyota,Innova,2014,4.52,118330,Diesel,Individual,Manual,First Owner,19.8,1206.0,73.3,5,11,0.38198259105890303,Mid-range,High,8-12 years
Hyundai Creta,Hyundai,Creta,2013,2.53,130232,Petrol,Individual,Manual,First Owner,15.7,1763.0,116.0,5,12,0.19426868972295594,Budget,Medium,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2022,6.05,88997,Diesel,Individual,Manual,First Owner,18.3,1471.0,88.4,5,3,0.6797981954447903,Mid-range,High,0-3 years
Toyota Glanza,Toyota,Glanza,2022,9.13,107722,Petrol,Individual,Manual,First Owner,17.7,800.0,60.4,5,3,0.847552032082583,Premium,Medium,0-3 years
Renault Duster,Renault,Duster,2024,7.33,71380,Electric,Individual,Automatic,First Owner,18.6,1497.0,108.0,7,1,1.0268982908377697,Mid-range,High,0-3 years
Mahindra Scorpio,Mahindra,Scorpio,2020,5.29,102172,Diesel,Individual,Manual,First Owner,15.7,1838.0,119.2,5,5,0.5177543749755315,Mid-range,Medium,4-7 years
Hyundai i20,Hyundai,i20,2018,3.63,93103,Petrol,Individual,Manual,First Owner,11.7,2179.0,132.0,5,7,0.3898907661407259,Budget,Low,4-7 years
Maruti Baleno,Maruti,Baleno,2014,2.06,107928,Petrol,Dealer,Automatic,First Owner,19.8,1366.0,94.5,5,11,0.19086798606478395,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2015,2.69,131387,Petrol,Individual,Manual,Second Owner,21.0,800.0,47.7,5,10,0.2047386727758454,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2020,3.81,88267,Electric,Dealer,Manual,First Owner,18.0,1352.0,82.6,5,5,0.4316448956008474,Budget,Medium,4-7 years
Mahindra Thar,Mahindra,Thar,2016,3.27,79202,Diesel,Dealer,Manual,First Owner,17.0,1759.0,81.9,5,9,0.4128683619100528,Budget,Medium,8-12 years
Tata Altroz,Tata,Altroz,2018,2.81,90282,Petrol,Dealer,Manual,First Owner,20.0,1135.0,83.7,5,7,0.31124698167962606,Budget,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2014,2.67,121676,Petrol,Individual,Automatic,First Owner,16.9,1565.0,104.3,5,11,0.21943522140767283,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2017,2.99,92769,CNG,Dealer,Manual,First Owner,19.6,906.0,69.1,5,8,0.32230594271793384,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2015,1.64,149598,Petrol,Dealer,Manual,First Owner,21.6,1330.0,87.9,5,10,0.10962713405259428,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2013,3.21,140556,Diesel,Trustmark Dealer,Automatic,Second Owner,19.1,800.0,52.7,7,12,0.22837872449415178,Budget,High,8-12 years
Toyota Glanza,Toyota,Glanza,2013,3.55,160209,Diesel,Dealer,Manual,First Owner,21.7,867.0,74.6,5,12,0.22158555387025694,Budget,High,8-12 years
Ford Figo,Ford,Figo,2018,3.07,103295,Petrol,Individual,Automatic,Second Owner,18.2,1198.0,75.3,5,7,0.2972070284137664,Budget,High,4-7 years
Tata Altroz,Tata,Altroz,2016,2.04,112290,Petrol,Trustmark Dealer,Manual,First Owner,19.9,1073.0,77.4,5,9,0.18167245524979964,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2013,2.81,109394,Petrol,Dealer,Automatic,First Owner,23.0,800.0,58.1,5,12,0.2568696637841198,Budget,High,8-12 years
Ford EcoSport,Ford,EcoSport,2018,3.3,97762,Petrol,Individual,Manual,First Owner,18.7,1025.0,75.9,5,7,0.3375544690165913,Budget,High,4-7 years
Maruti Wagon R,Maruti,Wagon R,2014,2.25,123787,Electric,Individual,Manual,First Owner,18.9,1315.0,82.5,5,11,0.1817638362671363,Budget,High,8-12 years
Kia Sonet,Kia,Sonet,2012,4.61,106423,Diesel,Trustmark Dealer,Automatic,Second Owner,19.0,1170.0,81.9,5,13,0.4331770387980042,Mid-range,High,13+ years
Maruti Dzire,Maruti,Dzire,2013,2.07,118130,Diesel,Individual,Automatic,Second Owner,16.9,1221.0,93.2,5,12,0.17523067806653683,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2017,2.22,96887,Petrol,Dealer,Manual,Second Owner,19.4,1456.0,103.0,5,8,0.22913290740759854,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2024,6.91,67596,Petrol,Individual,Manual,First Owner,20.4,1080.0,75.7,5,1,1.0222498372684774,Mid-range,High,0-3 years
Honda Jazz,Honda,Jazz,2015,2.88,127149,Diesel,Dealer,Manual,First Owner,14.8,1676.0,103.7,5,10,0.22650591038859919,Budget,Medium,8-12 years
Honda City,Honda,City,2015,3.3,104210,Petrol,Individual,Automatic,First Owner,22.5,854.0,84.5,5,10,0.31666826600134346,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2015,2.12,127315,Petrol,Dealer,Automatic,First Owner,12.9,1875.0,110.2,7,10,0.1665161214310961,Budget,Medium,8-12 years
Mahindra XUV500,Mahindra,XUV500,2016,3.44,106494,Petrol,Individual,Manual,First Owner,16.1,1590.0,109.5,5,9,0.3230228933085432,Budget,Medium,8-12 years
Honda Amaze,Honda,Amaze,2021,6.03,14868,Diesel,Trustmark Dealer,Manual,First Owner,18.2,1075.0,76.8,5,4,4.0556900726392255,Mid-range,High,4-7 years
Tata Harrier,Tata,Harrier,2016,2.08,99836,Diesel,Individual,Manual,First Owner,20.4,1099.0,74.9,5,9,0.20834168035578352,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2020,3.86,108237,Petrol,Individual,Automatic,Second Owner,17.0,1272.0,86.4,7,5,0.35662481406543045,Budget,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2023,4.97,28000,CNG,Individual,Manual,First Owner,18.7,1410.0,88.5,5,2,1.7750000000000001,Mid-range,High,0-3 years
Toyota Innova,Toyota,Innova,2024,10.59,60979,Petrol,Individual,Manual,First Owner,17.4,1583.0,105.5,5,1,1.7366634415126518,Premium,Medium,0-3 years
Hyundai Creta,Hyundai,Creta,2019,3.27,125875,Petrol,Trustmark Dealer,Automatic,First Owner,19.8,800.0,61.5,7,6,0.2597815292949354,Budget,High,4-7 years
Toyota Innova,Toyota,Innova,2021,8.58,61266,Petrol,Individual,Manual,Third Owner,21.1,1353.0,110.8,5,4,1.4004504945646852,Premium,High,4-7 years
Maruti Swift,Maruti,Swift,2023,4.53,65047,Diesel,Individual,Manual,First Owner,19.1,800.0,67.6,5,2,0.6964195120451366,Mid-range,High,0-3 years
Mahindra Bolero,Mahindra,Bolero,2022,6.9,42811,Petrol,Dealer,Manual,First Owner,15.9,1138.0,81.7,5,3,1.611735301674803,Mid-range,Medium,0-3 years
Tata Nexon,Tata,Nexon,2015,1.95,152799,Petrol,Individual,Manual,First Owner,17.2,1709.0,113.6,7,10,0.12761863624761943,Budget,Medium,8-12 years
Kia Carens,Kia,Carens,2013,4.41,128166,Petrol,Individual,Automatic,First Owner,16.3,800.0,73.7,5,12,0.34408501474650066,Mid-range,Medium,8-12 years
Tata Nexon,Tata,Nexon,2013,2.31,131025,Diesel,Dealer,Manual,First Owner,23.5,800.0,51.2,5,12,0.17630223239839726,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2023,4.72,94794,Diesel,Individual,Manual,Second Owner,18.1,1277.0,83.8,5,2,0.4979218093972192,Mid-range,High,0-3 years
Renault Kwid,Renault,Kwid,2019,3.22,105552,Petrol,Dealer,Manual,Second Owner,12.8,1686.0,92.5,7,6,0.3050629073821434,Budget,Medium,4-7 years
Toyota Fortuner,Toyota,Fortuner,2015,3.67,97736,CNG,Dealer,Manual,Third Owner,18.3,1314.0,91.7,5,10,0.37550135057706474,Budget,High,8-12 years
Volkswagen Polo,Volkswagen,Polo,2016,2.49,96259,Petrol,Individual,Manual,First Owner,17.3,800.0,65.8,5,9,0.25867711071172567,Budget,Medium,8-12 years
Tata Altroz,Tata,Altroz,2015,2.42,127888,Petrol,Dealer,Manual,Second Owner,21.3,800.0,51.0,5,10,0.18922807456524457,Budget,High,8-12 years
Toyota Innova,Toyota,Innova,2022,9.57,57769,Diesel,Dealer,Manual,Second Owner,15.5,1234.0,94.4,5,3,1.656597829285603,Premium,Medium,0-3 years
Renault Triber,Renault,Triber,2019,3.42,44420,Diesel,Individual,Manual,First Owner,21.6,800.0,53.2,5,6,0.769923457901846,Budget,High,4-7 years
Toyota Fortuner,Toyota,Fortuner,2023,10.64,63828,Petrol,Dealer,Automatic,First Owner,17.5,1248.0,80.9,5,2,1.666980008773579,Premium,Medium,0-3 years
Hyundai Verna,Hyundai,Verna,2015,3.15,84435,Diesel,Individual,Manual,First Owner,17.0,1269.0,85.8,5,10,0.3730680405045301,Budget,Medium,8-12 years
Ford Aspire,Ford,Aspire,2018,3.12,133058,Petrol,Individual,Automatic,First Owner,20.3,1029.0,84.3,5,7,0.23448420989342994,Budget,High,4-7 years
Ford Figo,Ford,Figo,2013,2.23,133889,Diesel,Dealer,Manual,Third Owner,16.1,1835.0,109.1,5,12,0.16655587837686442,Budget,Medium,8-12 years
Mahindra XUV500,Mahindra,XUV500,2024,10.09,38586,Diesel,Individual,Manual,Second Owner,19.5,1407.0,94.7,5,1,2.614938060436428,Premium,High,0-3 years
Tata Tiago,Tata,Tiago,2018,3.39,82130,Electric,Individual,Automatic,First Owner,14.7,1624.0,110.5,5,7,0.4127602581273591,Budget,Medium,4-7 years
Tata Altroz,Tata,Altroz,2019,3.62,49433,Petrol,Individual,Manual,First Owner,16.5,1522.0,103.3,5,6,0.7323043311148424,Budget,Medium,4-7 years
Renault Kwid,Renault,Kwid,2017,2.49,79811,Diesel,Dealer,Automatic,First Owner,17.4,1147.0,82.9,5,8,0.3119870694515794,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2015,2.57,139359,Diesel,Dealer,Manual,First Owner,19.0,1132.0,83.4,5,10,0.1844157894359173,Budget,High,8-12 years
Ford Endeavour,Ford,Endeavour,2024,5.33,107599,Petrol,Individual,Manual,First Owner,17.4,1096.0,70.8,5,1,0.4953577635479884,Mid-range,Medium,0-3 years
Tata Altroz,Tata,Altroz,2018,2.73,113480,Petrol,Individual,Manual,First Owner,16.2,1438.0,107.6,5,7,0.2405710257314064,Budget,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2020,5.42,82475,Electric,Trustmark Dealer,Manual,First Owner,18.8,972.0,67.6,5,5,0.657168839042134,Mid-range,High,4-7 years
Volkswagen Polo,Volkswagen,Polo,2012,2.17,126996,Petrol,Individual,Manual,Second Owner,15.6,1804.0,112.3,7,13,0.17087152351255155,Budget,Medium,13+ years
Maruti Wagon R,Maruti,Wagon R,2015,2.27,95957,Diesel,Individual,Manual,Second Owner,19.8,939.0,77.4,5,10,0.23656429442354387,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2022,4.21,116814,Petrol,Individual,Manual,First Owner,18.9,1275.0,80.1,5,3,0.3604020066087969,Mid-range,High,0-3 years
Toyota Etios,Toyota,Etios,2013,4.42,125847,Diesel,Individual,Manual,Second Owner,18.6,1120.0,79.2,5,12,0.35122013238297295,Mid-range,High,8-12 years
Volkswagen Vento,Volkswagen,Vento,2013,2.5,176543,Petrol,Individual,Automatic,First Owner,18.1,1042.0,66.5,5,12,0.14160855995423213,Budget,High,8-12 years
Kia Seltos,Kia,Seltos,2022,9.01,102157,Electric,Dealer,Manual,First Owner,14.5,1960.0,143.0,7,3,0.8819757823741887,Premium,Medium,0-3 years
Hyundai Verna,Hyundai,Verna,2016,3.54,72202,Diesel,Dealer,Automatic,First Owner,17.4,1046.0,91.0,5,9,0.49029112766959365,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2015,1.67,102349,Petrol,Individual,Manual,First Owner,20.1,1093.0,74.2,5,10,0.16316720241526542,Budget,High,8-12 years
Mahindra Bolero,Mahindra,Bolero,2019,4.87,76281,Diesel,Individual,Manual,First Owner,19.1,968.0,72.4,7,6,0.6384289665840773,Mid-range,High,4-7 years
Maruti Swift,Maruti,Swift,2014,1.86,121743,Diesel,Individual,Manual,First Owner,18.7,1214.0,81.8,7,11,0.15278085803701238,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2012,2.15,135173,Petrol,Individual,Automatic,First Owner,19.0,1165.0,76.3,5,13,0.15905543266776648,Budget,High,13+ years
